"";"id";"texto_id";"estudante_id";"pergunta_id";"Pergunta";"Evidência";"Resposta";"Nível da rubrica";"predito"
"158";"674";1;33;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é o criador do zé gotinha.";"3";"3"
"159";"695";1;34;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan foi quem criou Zé Gotinha que hoje em dia e escultor e tem 74 anos de idade.";"4";"4"
"160";"737";1;36;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi quem criou o personagem Zé Gotinha em 1986.";"3";"4"
"161";"758";1;37;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi o criador do personagem Zé Gotinha.";"3";"3"
"162";"779";1;38;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi o criador do Zé Gotinha.";"3";"3"
"163";"800";1;39;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é o pai e criador do Zé Gotinha.";"2";"3"
"164";"821";1;40;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"QUEM CRIOU O ZE GOTINHA";"3";"2"
"165";"842";1;41;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"o criador do ze gotinha";"3";"2"
"166";"863";1;42;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"10 mil";"1";"Não houve respostas suficientes."
"167";"905";1;44;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"quem criou o ze gotinha";"3";"2"
"168";"926";1;45;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"criadora do zé gotinha";"3";"3"
"169";"947";1;46;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"criadora do zé gotinha.";"3";"3"
"170";"968";1;47;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"criador do ze gotinha";"3";"2"
"171";"1010";1;49;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"A pessoa que inventou zé gotinha

";"3";"3"
"172";"1052";1;51;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa e o pai do Zé Gotinha.";"2";"3"
"173";"1073";1;52;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa è o ´´pai´´ do personagem, que ganhou nome em um concurso.";"3";"4"
"174";"1094";1;53;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"a pessoa que criou ele";"2";"4"
"175";"1115";1;54;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"quem criou sego tinha";"3";"4"
"176";"1136";1;55;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"A Darlan rosa e a criadora do ze gotinha.";"2";"2"
"177";"1178";1;57;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"quem  criou   mascote";"2";"4"
"178";"1199";1;58;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi que criou o Zé Gotinha";"3";"3"
"179";"1220";1;59;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"ele foi quem  invento o ze gotinha .";"3";"2"
"180";"1241";1;60;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan rosa foi quem criou o Zé gotinha.";"3";"3"
"181";"1262";1;61;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"CRIADORA DO ZÉ GOTINHA.";"2";"3"
"182";"1283";1;62;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"A PESSOA QUE CRIOU O ZÉ GOTINHA.";"3";"3"
"183";"1304";1;63;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"DARLAN É A PESSOA QUE CRIOU O ZÉ GOTINHA.";"3";"3"
"184";"1325";1;64;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"CRIADOR  DO   ZE    COTINA.";"3";"2"
"185";"1346";1;65;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é uma mulher de 75 anos que criou em 1986 o famoso Zé Gotinha.";"2";"4"
"186";"1367";1;66;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Ela e a criadora do Zé Gotinha.";"2";"3"
"187";"1388";1;67;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é quem inventou Zé Gotinha.";"3";"3"
"188";"1409";1;68;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan  rosa é quem inventou Zé
Gotinha.";"3";"3"
"189";"1430";1;69;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan e quem inventou o zé
gotinha
.";"3";"3"
"190";"1451";1;70;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é quem inventou Zé Gotinha.";"3";"3"
"191";"1472";1;71;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"O criador do ZÉ GOTINHA.";"3";"3"
"192";"1493";1;72;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é o inventor do Zé Gotinha.";"3";"3"
"193";"1514";1;73;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é o 'pai' do personagem Zé Gotinha.";"3";"3"
"194";"1535";1;74;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é quem criou o Zé Gotinha.";"3";"3"
"195";"1556";1;75;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"DARLAM E O CRIADOR DO ZE GOTINHA .";"3";"2"
"196";"1577";1;76;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é a criadora de Zé Gotinha.";"2";"3"
"197";"1598";1;77;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi o homem que criou o Zé Gotinha.";"3";"3"
"198";"1619";1;78;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi: Quem criou o Zé Gotinha com o intuito de incentivar as pessoas a se vacinarem.";"3";"4"
"199";"1640";1;79;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi o criador do Zé Gotinha.";"3";"3"
"200";"1661";1;80;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi quem inventou este personagem.";"2";"3"
"201";"1682";1;81;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é a criadora do Zé Gotinha.";"2";"3"
"202";"1703";1;82;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é a criadora do Zé Gotinha.";"2";"3"
"203";"1724";1;83;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa e a criadora do Zé Gotinha .";"2";"3"
"204";"1745";1;84;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é o pai do ze gotinha.";"2";"2"
"205";"1766";1;85;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é uma pessoa que tem 74 anos que mora em Brasília.";"2";"4"
"206";"1787";1;86;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é pai do personagem, que se-chama Zé Gotinha.";"2";"3"
"207";"1808";1;87;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"É a criadora do Zé Gotinha.";"2";"3"
"208";"1829";1;88;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa e ''pai'' de Zé Gotinha.";"3";"3"
"209";"1850";1;89;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi a criadora do Zé Gotinha que hoje vive em Brasília com 74 anos";"2";"4"
"210";"1871";1;90;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa que inventou o Zé Gotinha.";"3";"3"
"211";"1892";1;91;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi quem criou o Zé Gotinha.";"3";"3"
"212";"1913";1;92;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi quem inventou o Zé Gotinha.
";"3";"3"
"213";"1955";1;94;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"foi quem inventou o zé gotinha em 1986";"3";"4"
"214";"1976";1;95;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Criador do Zé gotinha.";"3";"3"
"215";"1997";1;96;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"o criador do zé gotinha.";"3";"3"
"216";"2018";1;97;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"o criador do Zé Gotinha";"3";"3"
"217";"2039";1;98;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"a criadora do Zé gotinha";"2";"3"
"218";"2060";1;99;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"o criador do zè gotinha";"3";"2"
"219";"2081";1;100;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa , foi quem inventou o personagem Zé Gotinha";"3";"3"
"220";"2102";1;101;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é´a pessoa que desenhou o Zé gotinha";"3";"3"
"221";"2123";1;102;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa, foi quem inventou o Zé Gotinha.";"3";"3"
"222";"2144";1;103;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"O criador do Zé Gotinha que hoje em dia é escultor";"4";"4"
"223";"2165";1;104;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"O criador do Zé gotinha";"3";"3"
"224";"2186";1;105;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan rosa foi a pessoa que criou o Zé gotinha.";"3";"3"
"225";"2207";1;106;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Foi que criou o Zé gotinha";"3";"3"
"226";"2228";1;107;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"o criador do 1personagem: Zé Gotinha.
";"3";"3"
"227";"2249";1;108;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"É o ""pai"" do Zé Gotinha.";"3";"3"
"228";"2270";1;109;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Foi o inventor do zé gotinha";"3";"3"
"229";"2291";1;110;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa, foi o criador do personagem chamado Zé Gotinha.";"3";"3"
"230";"2333";1;112;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é quem criou o Zé Gotinha";"3";"3"
"231";"2354";1;113;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"É quem inventou o personagem Zé gotinha";"3";"3"
"232";"2375";1;114;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi quem inventou o personagem, (Zé gotinha).";"3";"3"
"233";"2396";1;115;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é o criador do famoso personagem ""Zé Gotinha"". Hoje possui 74 anos, ele fazia shows infantis, e hoje faz esculturas.";"4";"4"
"234";"2417";1;116;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa, é o criador do atual Zé Gotinha .";"3";"3"
"235";"2438";1;117;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"È a criadora do personagem Zé Gotinha.";"2";"3"
"236";"2459";1;118;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan rosa foi o criador de zé gotinha .";"3";"3"
"237";"2480";1;119;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é o criador e ""pai"" do Zé Gotinha.";"3";"3"
"238";"2501";1;120;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi quem criou o personagem e mescote ""Zé Gotinha.""";"3";"3"
"239";"2522";1;121;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"É o criador do Zé Gotinha
";"3";"3"
"240";"2543";1;122;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é o criador do personagem Zé gotinha. Hoje em dia ,Darlan trabalha com esculturas.";"4";"3"
"241";"2564";1;123;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi o criador do Zé Gotinha.";"3";"3"
"242";"2585";1;124;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é uma pessoa que criou o Zé Gotinha.";"3";"3"
"243";"2606";1;125;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é o criador do Zé Gotinha.";"3";"3"
"244";"2627";1;126;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"É o homem  que criou o Zé Gotinha.";"3";"3"
"245";"2648";1;127;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi quem inventou este personagem.";"2";"3"
"246";"2669";1;128;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi quem crio o Zé Gotinha.";"3";"3"
"247";"2690";1;129;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa é o criador do Zé Gotinha.";"3";"3"
"248";"2711";1;130;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Ela e a criadora do Zé Gotinha.";"2";"3"
"249";"2732";1;131;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Morador de Brasília, tem 74 anos, foi o criador do Zé Gotinha em 1986";"4";"4"
"250";"2753";1;132;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi quem criou o Zé Gotinha.";"3";"3"
"251";"2774";1;133;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"ELA INVENTOU O ZE GOTINHA";"2";"2"
"252";"2795";1;134;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"É o criador do Zé Gotinha.";"3";"3"
"253";"2816";1;135;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"Darlan Rosa foi quem inventou o Zé Gotinha.
";"3";"3"
"254";"2837";1;136;2;"Quem é Darlan Rosa?";"Localizar informação explícita no texto";"quem criou o Zé gotinha";"3";"3"
"255";"3";1;1;3;"Como eram as propagandas de vacina antes da criação do Zé Gotinha?";"Localizar informação explícita no texto";"tristes, que incentivava as crianças a nao tomarem a vacina";"2";"3"
"256";"24";1;2;3;"Como eram as propagandas de vacina antes da criação do Zé Gotinha?";"Localizar informação explícita no texto";"As propagandas antes do zé gotinha eram assustadoras.";"2";"3"
"257";"45";1;3;3;"Como eram as propagandas de vacina antes da criação do Zé Gotinha?";"Localizar informação explícita no texto";"As propagandas eram assustadoras antes do Zé gotinha.";"2";"3"
"258";"66";1;4;3;"Como eram as propagandas de vacina antes da criação do Zé Gotinha?";"Localizar informação explícita no texto";"As propagandas eram assustadoras antes do Zé Gotinha.";"2";"3"
"259";"87";1;5;3;"Como eram as propagandas de vacina antes da criação do Zé Gotinha?";"Localizar informação explícita no texto";"As propagandas eram assustadoras antes do Zé Gotinha.";"2";"3"
